Provider Number,0,0
010001,31.2167252,-85.3630676
010005,34.209476,-86.155195
010006,34.7951086,-87.6850917
010007,31.2890459,-86.2554985
010008,31.7165455,-86.2638492
010009,34.4459529,-86.9358086
010010,34.3636496,-86.4204476
010011,33.5961576,-86.6675006
010012,34.4384551,-85.7557444
010015,31.9461274,-87.738471
010016,33.256073,-86.810348
010018,33.503775,-86.802506
010019,34.7464918,-87.6991777
010021,31.451328,-85.632075
010022,34.1627382,-85.6513665
010023,32.3269423,-86.2710252
010024,32.3665566,-86.2857204
010025,32.8237765,-85.1701853
010027,31.4292568,-86.0763669
010029,32.6380677,-85.4041261
010032,33.3166323,-85.4874426
010033,33.5061925,-86.8018964
010034,32.534053,-85.912363
010035,34.1986806,-86.8017683
010036,31.300339,-86.4911039
010038,33.6676752,-85.8342036
010039,34.7212822,-86.5814785
010040,34.009408,-85.97078
010043,32.8524747,-86.6229891
010044,34.126815,-87.990457
010045,33.7075571,-87.8238453
010046,34.0042649,-86.003393
010047,31.6437007,-86.7427444
010049,31.3184466,-85.855464
010050,33.9322722,-86.4930028
010051,32.8422006,-87.8901107
010052,32.8200172,-85.741598
010054,34.575933,-87.016913
010055,31.238104,-85.457115
010056,33.50819,-86.787808
010058,32.9513574,-87.1445922
010059,34.4830506,-87.285755
010061,34.6617149,-86.0466473
010062,31.0482508,-85.8899909
010065,32.9457364,-85.9856879
010066,31.0019718,-86.3208622
010069,31.8887,-85.1562
010073,33.2774507,-85.8221225
010078,33.657104,-85.8233778
010079,34.8035098,-86.9772611
010083,30.426251,-87.683344
010085,34.5911687,-86.9726981
010086,33.9301905,-87.8248436
010087,30.706229,-88.099086
010089,33.7379125,-84.9777692
010090,30.6819862,-88.1989725
010091,31.7087681,-87.7772218
010092,33.205212,-87.525457
010095,32.6947556,-87.5874393
010097,32.5512167,-86.1901674
010099,31.1249686,-87.0712891
010100,30.5199729,-87.8881687
010101,33.4397956,-86.0921538
010102,31.998628,-87.2995352
010103,33.498573,-86.845996
010104,33.5141538,-86.7485462
010108,32.464172,-86.451767
010109,33.2617871,-88.0950263
010110,32.1433249,-85.7146795
010112,32.5035487,-87.8364067
010113,30.693909,-88.079773
010114,33.372593,-86.990545
010118,32.4302045,-87.0551424
010120,31.497139,-87.319468
010125,34.2476163,-87.5783533
010126,31.8715601,-86.0040882
010128,31.5302989,-87.8931936
010129,30.9010691,-87.782717
010130,33.6043617,-86.2769263
010131,34.692792,-86.571787
010137,33.5036451,-86.807335
010138,32.4917407,-88.2959905
010139,33.4627679,-86.7770908
010144,30.685293,-88.131058
010145,33.23361,-87.571248
010146,33.7825306,-85.761709
010148,31.4312802,-86.9414221
010149,32.387975,-86.175763
01014F,33.504285,-86.800961
010150,31.8288882,-86.6454225
010152,30.6184356,-88.1668772
010157,34.744963,-87.6754578
010158,34.5096419,-87.7174653
010164,33.165474,-86.2538019
010167,33.4953442,-86.8073552
010168,32.5080845,-85.0086714
010169,31.016364,-87.479346
01019F,32.379637,-86.246603
01021F,33.191336,-87.48594
011300,31.4648792,-88.2543946
011302,34.4575221,-88.1477315
011303,33.1614104,-85.403051
013301,30.6976,-88.077931
020001,60.9490067,-149.1703257
020006,61.562971,-149.2578179
020008,58.3299128,-134.4649957
020012,64.8310939,-147.739887
020017,61.21056,-149.828711
020018,60.7922222,-161.7558333
020024,60.493924,-151.074973
020026,61.1820426,-149.8003847
020027,57.0522529,-135.3559754
021302,60.1050964,-149.4453653
021303,57.0581,-135.3460807
021305,56.472941,-132.3753178
021306,57.8002284,-152.3752791
021308,64.4986943,-165.3910899
021311,55.35397,-131.685976
021313,59.653178,-151.548075
030001,33.502772,-112.170444
030002,33.465137,-112.057972
030006,32.253008,-110.881327
030007,34.7347317,-112.0314952
030010,32.227465,-111.000135
030011,32.226362,-110.85484
030012,34.560171,-112.4821605
030013,32.683561,-114.633601
030014,33.569462,-112.070587
030016,32.881225,-111.710671
030022,33.45756,-112.026244
030023,35.2089214,-111.6449735
030024,33.480726,-112.079483
030030,33.5243368,-112.1020538
030033,34.2509449,-111.3197124
030036,33.297496,-111.874614
030037,33.4514431,-112.0432717
030038,33.488847,-111.923872
030043,31.5510445,-110.2724459
030055,35.22024,-114.035854
030061,33.6043179,-112.2837818
030062,34.2019355,-110.0191617
030064,32.2399566,-110.9460568
030065,33.389815,-111.876783
030067,34.1355206,-114.2847726
030068,32.82248,-109.734761
030069,34.4798766,-114.339378
030071,35.7444602,-109.0764828
030073,36.1349928,-111.2398625
030074,31.9120215,-111.881234
030077,33.3453349,-110.4531551
030078,33.4970196,-112.0476183
030083,33.6405752,-111.9976644
030084,36.1544483,-109.5526072
030085,32.32001,-111.009787
030087,33.5824517,-111.8852747
030088,33.410551,-111.6890724
030089,33.6091124,-112.1790817
030092,33.6659564,-112.1161771
030093,33.6585447,-112.3717501
030094,33.654319,-112.2028519
030100,32.294444,-110.970281
030101,35.110969,-114.555432
030102,33.481307,-112.040075
030103,33.657796,-111.953959
030105,33.4100148,-111.6865444
030107,33.380057,-111.734699
030108,33.532175,-112.099493
030110,33.462078,-112.352936
030111,32.1778847,-110.9303394
030112,33.333925,-111.891194
030114,32.428459,-110.948889
